"","Matricula","Campus","Facultad","Carrera","Proceso","HoraRegistro"
"309","210498","ULV","NM","SEC","Inscripción Finalizada",2021-08-18 10:53:25
"310","210498","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-18 10:38:23
"311","210498","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-18 10:52:31
"312","210498","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-16 16:45:17
"313","210498","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-13 12:33:29
"314","210498","ULV","NM","SEC","Asignación de Carga Académica",2021-08-13 13:54:47
"315","210498","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-26 15:44:31
"316","210498","ULV","NM","SEC","Inscripción Finalizada",2022-01-26 16:11:57
"317","210499","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-28 11:43:22
"318","210499","ULV","NM","BACH","Inscripción Finalizada",2022-01-30 08:54:22
"319","210499","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-07 21:22:36
"320","210499","ULV","NM","BACH","Asignación de Carga Académica",2021-08-16 17:31:45
"321","210499","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-16 22:33:29
"322","210499","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-17 08:40:46
"323","210499","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-24 08:49:13
"324","210499","ULV","NM","BACH","Inscripción Finalizada",2021-08-24 11:58:06
"325","210499","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-20 12:21:09
"326","210499","ULV","NM","BACH","Asignación de Carga Académica",2022-01-20 15:40:35
"327","210499","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-21 10:30:10
"328","210499","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-21 08:49:54
"329","210500","ULV","FN","NUT","Solicitud de Carga Académica",2022-01-20 20:35:04
"330","210500","ULV","FN","NUT","Asignación de Carga Académica",2022-01-21 12:15:48
"331","210500","ULV","FN","NUT","Asignación de Carga Académica",2022-01-21 12:15:51
"332","210500","ULV","FN","NUT","Asignación de Cálculo de Cobro",2022-01-21 13:55:10
"333","210500","ULV","FN","NUT","Solicitud de Cálculo de Cobro",2022-01-21 13:30:19
"334","210500","ULV","FN","NUT","Confirmación Pago Deposito",2021-08-23 15:37:30
"335","210500","ULV","FN","NUT","Inscripción Finalizada",2021-08-23 15:57:22
"336","210500","ULV","FN","NUT","Solicitud de Carga Académica",2021-08-04 19:52:12
"337","210500","ULV","FN","NUT","Asignación de Carga Académica",2021-08-10 17:27:36
"338","210500","ULV","FN","NUT","Solicitud de Cálculo de Cobro",2021-08-10 20:39:06
"339","210500","ULV","FN","NUT","Asignación de Cálculo de Cobro",2021-08-11 09:38:29
"340","210500","ULV","FN","NUT","Confirmación Pago Deposito",2022-01-28 12:05:41
"341","210500","ULV","FN","NUT","Pago Deposito/Tranferencia",2022-01-28 12:06:00
"342","210500","ULV","FN","NUT","Inscripción Finalizada",2022-02-01 10:11:52
"343","210529","TUXTLA","FICTGZ","ISCTGZ","Confirmación Pago Deposito",2022-01-24 14:06:44
"344","210529","TUXTLA","FICTGZ","ISCTGZ","Inscripción Finalizada",2022-01-24 14:24:05
"345","210529","TUXTLA","FICTGZ","ISCTGZ","Confirmación Pago Deposito",2021-08-10 10:31:16
"346","210529","TUXTLA","FICTGZ","ISCTGZ","Inscripción Finalizada",2021-08-10 12:06:44
"347","210529","TUXTLA","FICTGZ","ISCTGZ","Asignación de Cálculo de Cobro",2021-08-09 13:08:09
"348","210529","TUXTLA","FICTGZ","ISCTGZ","Solicitud de Carga Académica",2021-08-06 13:29:30
"349","210529","TUXTLA","FICTGZ","ISCTGZ","Asignación de Carga Académica",2021-08-06 13:36:00
"350","210529","TUXTLA","FICTGZ","ISCTGZ","Solicitud de Cálculo de Cobro",2021-08-08 11:36:05
"351","210529","TUXTLA","FICTGZ","ISCTGZ","Asignación de Cálculo de Cobro",2022-01-19 09:46:04
"352","210529","TUXTLA","FICTGZ","ISCTGZ","Solicitud de Cálculo de Cobro",2022-01-18 17:27:43
"353","210529","TUXTLA","FICTGZ","ISCTGZ","Asignación de Carga Académica",2022-01-18 17:12:14
"354","210529","TUXTLA","FICTGZ","ISCTGZ","Solicitud de Carga Académica",2022-01-18 14:42:09
"355","210629","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2022-01-18 15:54:50
"356","210629","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2022-01-18 17:16:37
"357","210629","ULV","FCA","CPF","Confirmación Pago Deposito",2022-01-23 10:52:18
"358","210629","ULV","FCA","CPF","Inscripción Finalizada",2022-01-23 11:35:33
"359","210629","ULV","FCA","CPF","Asignación de Carga Académica",2022-01-18 12:18:42
"360","210629","ULV","FCA","CPF","Solicitud de Carga Académica",2022-01-17 10:26:08
"361","210629","ULV","FCA","CPF","Confirmación Pago Deposito",2021-08-06 12:59:57
"362","210629","ULV","FCA","CPF","Inscripción Finalizada",2021-08-06 13:56:51
"363","210629","ULV","FCA","CPF","Solicitud de Carga Académica",2021-07-26 06:14:43
"364","210629","ULV","FCA","CPF","Asignación de Carga Académica",2021-07-27 13:07:42
"365","210629","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2021-07-27 13:29:31
"366","210629","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2021-07-27 17:25:19
"367","211011","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-10 12:53:51
"368","211011","ULV","NM","BACH","Asignación de Carga Académica",2021-08-10 12:47:35
"369","211011","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-10 09:41:36
"370","211011","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-10 20:30:45
"371","211011","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-10 20:30:46
"372","211011","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-10 19:05:23
"373","211011","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 16:56:35
"374","211011","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-11 10:10:18
"375","211011","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-11 10:10:19
"376","211011","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-11 10:42:34
"377","211011","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-11 12:29:07
"378","211011","ULV","NM","BACH","Inscripción Finalizada",2021-08-11 12:57:58
"379","211011","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-17 11:51:44
"380","211011","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-18 11:30:00
"381","211011","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-18 10:29:51
"382","211011","ULV","NM","BACH","Asignación de Carga Académica",2022-01-18 09:06:55
"383","211011","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-19 11:20:22
"384","211011","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-19 11:20:25
"385","211011","ULV","NM","BACH","Inscripción Finalizada",2022-01-19 12:29:36
"386","211076","ULV","NM","SEC","Pago Deposito/Tranferencia",2021-08-13 12:55:19
"387","211076","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-13 12:56:25
"388","211076","ULV","NM","SEC","Inscripción Finalizada",2021-08-13 13:47:55
"389","211076","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-10 16:56:45
"390","211076","ULV","NM","SEC","Asignación de Carga Académica",2021-08-10 16:21:47
"391","211076","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-10 16:11:27
"392","211076","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-10 18:13:29
"393","211076","ULV","NM","SEC","Asignación de Cálculo de Cobro",2022-01-28 13:15:35
"394","211076","ULV","NM","SEC","Inscripción Finalizada",2022-01-30 12:57:25
"395","211076","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-30 09:09:39
"396","211076","ULV","NM","SEC","Asignación de Cálculo de Cobro",2022-02-21 12:07:49
"397","211127","ULV","NM","SEC","Inscripción Finalizada",2022-01-26 16:09:42
"398","211127","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-26 15:42:08
"399","211127","ULV","NM","SEC","Inscripción Finalizada",2021-08-24 12:02:02
"400","211127","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-24 10:41:00
"401","211127","ULV","NM","SEC","Asignación de Carga Académica",2021-08-17 15:42:33
"402","211127","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-17 14:52:11
"403","211127","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-17 17:23:05
"404","211127","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-17 17:30:45
"405","211136","ULV","NM","SEC","Inscripción Finalizada",2022-01-18 17:24:07
"406","211136","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-18 16:17:05
"407","211136","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-10 17:00:24
"408","211136","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-10 09:46:18
"409","211136","ULV","NM","SEC","Asignación de Carga Académica",2021-08-10 10:11:15
"410","211136","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-10 12:22:50
"411","211136","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-16 15:45:53
"412","211136","ULV","NM","SEC","Inscripción Finalizada",2021-08-16 15:30:32
"413","211136","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-16 15:22:51
"414","211137","ULV","NM","SEC","Inscripción Finalizada",2021-08-16 15:31:16
"415","211137","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-16 15:23:11
"416","211137","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-16 15:46:47
"417","211137","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-10 12:24:10
"418","211137","ULV","NM","SEC","Asignación de Carga Académica",2021-08-10 10:17:50
"419","211137","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-10 09:50:30
"420","211137","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-10 17:02:49
"421","211137","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-18 16:17:10
"422","211137","ULV","NM","SEC","Inscripción Finalizada",2022-01-18 17:23:55
"423","211371","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-09-13 12:16:16
"424","211371","ULV","FT","TEO","Solicitud de Carga Académica",2021-07-26 06:54:58
"425","211371","ULV","FT","TEO","Asignación de Carga Académica",2021-07-26 10:51:31
"426","211371","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-07-26 10:55:36
"427","211371","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-07-26 11:43:25
"428","211371","ULV","FT","TEO","Pago Deposito/Tranferencia",2021-07-30 15:06:59
"429","211371","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-02 08:18:18
"430","211371","ULV","FT","TEO","Inscripción Finalizada",2021-08-02 08:44:54
"431","211386","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-16 12:30:33
"432","211386","ULV","NM","SEC","Asignación de Carga Académica",2021-08-16 12:37:43
"433","211386","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-16 12:40:03
"434","211386","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-16 12:54:18
"435","211386","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-17 14:59:04
"436","211386","ULV","NM","SEC","Inscripción Finalizada",2021-08-17 15:23:40
"437","211386","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-17 12:21:42
"438","211386","ULV","NM","SEC","Confirmación Pago Deposito",2022-02-02 17:16:07
"439","211386","ULV","NM","SEC","Inscripción Finalizada",2022-02-03 09:59:58
"440","211389","ULV","NM","BACH","Asignación de Carga Académica",2022-01-18 09:14:02
"441","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-18 11:14:35
"442","211389","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-18 10:01:45
"443","211389","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-17 13:30:03
"444","211389","ULV","NM","BACH","Inscripción Finalizada",2022-01-18 16:35:41
"445","211389","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-18 15:54:00
"446","211389","ULV","NM","BACH","Inscripción Finalizada",2021-08-10 16:22:40
"447","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 09:52:12
"448","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 09:47:08
"449","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 09:47:41
"450","211389","ULV","NM","BACH","Asignación de Carga Académica",2021-08-10 09:13:46
"451","211389","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-10 09:25:10
"452","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 09:35:34
"453","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 10:35:22
"454","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 10:37:29
"455","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 10:30:34
"456","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 10:21:51
"457","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 10:25:36
"458","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 10:41:14
"459","211389","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-10 10:58:09
"460","211389","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-10 12:01:12
"461","211389","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-10 08:58:48
"462","211396","ULV","FCE","LEMYSLELI","Solicitud de Carga Académica",2022-02-04 13:09:04
"463","211396","ULV","FCE","LEMYSLELI","Asignación de Carga Académica",2022-02-04 14:10:30
"464","211396","ULV","FCE","LEMYSLELI","Solicitud de Cálculo de Cobro",2022-02-04 14:11:29
"465","211396","ULV","FCE","LEMYSLELI","Asignación de Cálculo de Cobro",2022-02-07 10:42:49
"466","211396","ULV","FCE","LEMYSLELI","Confirmación Pago Deposito",2022-02-07 10:49:48
"467","211396","ULV","FCE","LEMYSLELI","Inscripción Finalizada",2022-02-07 12:56:49
"468","211512","ULV","FSC","ISC","Asignación de Carga Académica",2021-09-07 09:19:47
"469","212104","ULV","NM","SEC","Inscripción Finalizada",2021-08-23 09:30:35
"470","212104","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-23 09:28:20
"471","212104","ULV","NM","SEC","Asignación de Carga Académica",2021-08-10 13:06:40
"472","212104","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-10 12:46:49
"473","212104","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-10 10:45:35
"474","212104","ULV","NM","SEC","Asignación de Carga Académica",2021-08-10 10:51:08
"475","212104","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-10 17:34:25
"476","212104","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-26 16:31:41
"477","212104","ULV","NM","SEC","Inscripción Finalizada",2022-01-27 09:17:41
"478","212105","ULV","FCE","LEMYSLELI","Solicitud de Cálculo de Cobro",2022-02-03 10:44:21
"479","212105","ULV","FCE","LEMYSLELI","Asignación de Cálculo de Cobro",2022-02-03 12:24:31
"480","212105","ULV","FCE","LEMYSLELI","Confirmación Pago Deposito",2022-02-03 12:26:01
"481","212105","ULV","FCE","LEMYSLELI","Asignación de Carga Académica",2022-02-02 16:31:15
"482","212105","ULV","FCE","LEMYSLELI","Inscripción Finalizada",2022-02-04 11:19:25
"483","212105","ULV","FCE","LEMYSLELI","Solicitud de Carga Académica",2022-02-01 13:42:01
"484","212106","TUXTLA","FICTGZ","ISCTGZ","Solicitud de Carga Académica",2021-08-02 10:44:56
"485","212106","TUXTLA","FICTGZ","ISCTGZ","Asignación de Carga Académica",2021-08-02 12:16:51
"486","212106","TUXTLA","FICTGZ","ISCTGZ","Inscripción Finalizada",2021-08-04 10:30:49
"487","212106","TUXTLA","FICTGZ","ISCTGZ","Solicitud de Cálculo de Cobro",2021-08-03 08:55:53
"488","212106","TUXTLA","FICTGZ","ISCTGZ","Asignación de Cálculo de Cobro",2021-08-03 15:23:52
"489","212106","TUXTLA","FICTGZ","ISCTGZ","Confirmación de Pago en Línea",2021-08-03 16:29:33
"490","212106","TUXTLA","FICTGZ","ISCTGZ","Solicitud de Carga Académica",2022-01-17 15:48:12
"491","212106","TUXTLA","FICTGZ","ISCTGZ","Solicitud de Cálculo de Cobro",2022-01-17 16:28:57
"492","212106","TUXTLA","FICTGZ","ISCTGZ","Asignación de Carga Académica",2022-01-17 16:22:41
"493","212106","TUXTLA","FICTGZ","ISCTGZ","Asignación de Cálculo de Cobro",2022-01-18 09:06:08
"494","212106","TUXTLA","FICTGZ","ISCTGZ","Asignación de Cálculo de Cobro",2022-01-18 09:05:14
"495","212106","TUXTLA","FICTGZ","ISCTGZ","Confirmación Pago Deposito",2022-01-18 09:20:48
"496","212106","TUXTLA","FICTGZ","ISCTGZ","Inscripción Finalizada",2022-01-18 14:17:47
"497","212118","ULV","NM","SEC","Solicitud de Carga Académica",2021-09-03 10:51:07
"498","212118","ULV","NM","SEC","Asignación de Carga Académica",2021-09-03 11:21:55
"499","212118","ULV","NM","SEC","Asignación de Carga Académica",2021-09-03 11:22:14
"500","212118","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-09-03 11:30:33
"501","212118","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-09-03 12:05:29
"502","212118","ULV","NM","SEC","Confirmación Pago Deposito",2021-09-03 12:47:08
"503","212118","ULV","NM","SEC","Confirmación Pago Deposito",2021-09-03 12:47:26
"504","212118","ULV","NM","SEC","Inscripción Finalizada",2021-09-03 12:55:44
"505","212118","ULV","NM","SEC","Inscripción Finalizada",2022-01-30 08:46:14
"506","212118","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-28 13:50:20
"507","212146","ULV","NM","SEC","Inscripción Finalizada",2022-02-02 11:11:00
"508","212146","ULV","NM","SEC","Confirmación Pago Deposito",2022-02-01 15:20:40
"509","212146","ULV","NM","SEC","Inscripción Finalizada",2021-08-17 09:42:42
"510","212146","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-16 17:34:12
"511","212146","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-16 17:34:34
"512","212146","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-16 17:35:34
"513","212146","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-16 11:47:43
"514","212146","ULV","NM","SEC","Asignación de Carga Académica",2021-08-16 12:02:48
"515","212155","ULV","FT","TEO","Asignación de Carga Académica",2022-01-27 17:25:09
"516","212155","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-27 17:36:10
"517","212155","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-27 17:46:07
"518","212155","ULV","FT","TEO","Inscripción Finalizada",2022-01-27 18:00:40
"519","212155","ULV","FT","TEO","Confirmación Pago Deposito",2022-01-27 17:58:33
"520","212155","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-26 13:37:31
"521","212182","ULV","FT","TEO","Asignación de Carga Académica",2022-01-28 14:00:34
"522","212182","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-28 14:01:09
"523","212182","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-28 10:40:01
"524","212182","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-31 08:42:30
"525","212182","ULV","FT","TEO","Confirmación Pago Deposito",2022-02-01 16:22:15
"526","212182","ULV","FT","TEO","Inscripción Finalizada",2022-02-01 16:38:47
"527","212182","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-09 11:55:54
"528","212182","ULV","FT","TEO","Inscripción Finalizada",2021-08-09 12:33:42
"529","212182","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-09 10:04:17
